CharacteristicName,ResultMeasureValue,ResultMeasure/MeasureUnitCode,ActivityStartDate,MonitoringLocationIdentifier,OrganizationFormalName,ResultStatusIdentifier
Manganese,0.0052,mg/L,2022-09-13,WVDEP_WQX-18325,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.065,mg/L,2022-07-06,21AWIC-11432,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.1,mg/L,2022-07-20,WVDEP_WQX-6619,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.00182,mg/L,2022-11-10,EVR-RG_BORDER_L2,EVR Operations Limited,Final
Manganese,0.0446,mg/L,2022-08-16,ARDEQH2O_WQX-WHI0235,Arkansas Department of Environmental Quality,Final
Manganese,0.028,mg/L,2022-11-16,WVDEP_WQX-18339,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0049,mg/L,2022-09-08,TETRATECH-MGEUG002.05,"Tetra Tech, Inc.",Final
Manganese,0.0176,mg/L,2022-04-25,EVR-RG_USGOLD,EVR Operations Limited,Final
Manganese,28.5,mg/L,2022-04-06,MIDNITE_2-SW-20,Midnite Mine Environmental Data,Final
Manganese,0.63,mg/L,2022-08-18,AZDEQ_SW-2327,AZDEQ_SW,Final
Manganese,0.32,mg/L,2022-06-13,ARDEQH2O_WQX-OUA0271,Arkansas Department of Environmental Quality,Final
Manganese,0.033,mg/L,2022-12-06,ARDEQH2O_WQX-WHI0021,Arkansas Department of Environmental Quality,Final
Manganese,0.168,mg/L,2022-08-16,ARDEQH2O_WQX-OUA0137A,Arkansas Department of Environmental Quality,Final
Manganese,0.101,mg/L,2022-06-13,EVR-RG_USGOLD,EVR Operations Limited,Final
Manganese,0.023,mg/L,2022-04-04,21SC60WQ_WQX-B-354,South Carolina Department of Environmental Services,Final
Manganese,0.017,mg/L,2022-09-15,21NMEX_WQX-52PecosR343.0,NM Environmental Dept./SWQB,Final
Manganese,0.00666,mg/L,2022-06-20,EVR-RG_BORDER,EVR Operations Limited,Final
Manganese,0.0277,mg/L,2022-07-13,42SRBCWQ_WQX-MILL003.2-4076,Susquehanna River Basin Commission,Final
Manganese,0.174,mg/L,2022-04-11,ARDEQH2O_WQX-OUA0262,Arkansas Department of Environmental Quality,Final
Manganese,0.023,mg/L,2022-09-14,21AWIC-1140,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.064,mg/L,2022-09-02,MDEQ_REM_WQX-SS-14,Montana DEQ Remediation,Final
Manganese,0.1,mg/L,2022-06-22,21SC60WQ_WQX-S-047,South Carolina Department of Environmental Services,Final
Manganese,0.013,mg/L,2022-03-15,21NMEX_WQX-56PecosR177.0,NM Environmental Dept./SWQB,Final
Manganese,0.052,mg/L,2022-03-09,WVDEP_WQX-6596,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.13,mg/L,2022-05-10,WVDEP_WQX-6623,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,1.85,mg/L,2022-07-18,ARDEQH2O_WQX-RED0057,Arkansas Department of Environmental Quality,Final
Manganese,0.0111,mg/L,2022-07-12,EVR-RG_USGOLD,EVR Operations Limited,Final
Manganese,0.01,mg/L,2022-04-20,21SC60WQ_WQX-RL-22014,South Carolina Department of Environmental Services,Final
Manganese,0.0044,mg/L,2022-05-12,21FLORAN_WQX-BEI,Orange County Environmental (Florida),Final
Manganese,0.06085,mg/L,2022-10-05,11NPSWRD_WQX-BISO_05,National Park Service Water Resources Division,Final
Manganese,0.026,mg/L,2022-03-03,21SC60WQ_WQX-PD-097,South Carolina Department of Environmental Services,Final
Manganese,0.00304,mg/L,2022-09-08,EVR-RG_USGOLD_R2,EVR Operations Limited,Final
Manganese,0.0293,mg/L,2022-04-07,MIDNITE_2-SW-4U,Midnite Mine Environmental Data,Final
Manganese,0.457,mg/L,2022-11-07,ARDEQH2O_WQX-OUA0258,Arkansas Department of Environmental Quality,Final
Manganese,0.063,mg/L,2022-05-16,21NDHDWQ_WQX-380233,North Dakota Department Of Environmental Quality,Final
Manganese,0.0096,mg/L,2022-08-17,21FLORAN_WQX-LEO,Orange County Environmental (Florida),Final
Manganese,0.017,mg/L,2022-12-13,21FLORAN_WQX-A3,Orange County Environmental (Florida),Final
Manganese,0.036,mg/L,2022-08-18,AZDEQ_SW-2440,AZDEQ_SW,Final
Manganese,0.00094,mg/L,2022-09-08,EVR-RG_USGOLD_R2,EVR Operations Limited,Final
Manganese,0.861,mg/L,2022-06-27,21NDHDWQ_WQX-381171,North Dakota Department Of Environmental Quality,Final
Manganese,0.0095,mg/L,2022-05-31,UTAHDWQ_WQX-4995640,Utah Department Of Environmental Quality,Accepted
Manganese,0.0178,mg/L,2022-04-07,42SRBCWQ_WQX-LMUN010.4-4176,Susquehanna River Basin Commission,Final
Manganese,0.0215,mg/L,2022-02-07,ARDEQH2O_WQX-OUA0255,Arkansas Department of Environmental Quality,Final
Manganese,0.03969,mg/L,2022-07-13,11NPSWRD_WQX-BISO_04,National Park Service Water Resources Division,Final
Manganese,0.759,mg/L,2022-10-03,ARDEQH2O_WQX-OUA0258,Arkansas Department of Environmental Quality,Final
Manganese,0.08,mg/L,2022-04-06,21AWIC-10268,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.036,mg/L,2022-02-16,21SC60WQ_WQX-PD-370,South Carolina Department of Environmental Services,Final
Manganese,0.00026,mg/L,2022-08-10,EVR-RG_USGOLD,EVR Operations Limited,Final
Manganese,0.0536,mg/L,2022-01-10,ARDEQH2O_WQX-OUA0254,Arkansas Department of Environmental Quality,Final
Manganese,0.032,mg/L,2022-01-04,21SC60WQ_WQX-ST-001,South Carolina Department of Environmental Services,Final
Manganese,0.035,mg/L,2022-10-12,21AWIC-8956,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.0582,mg/L,2022-04-18,ARDEQH2O_WQX-OUA0275,Arkansas Department of Environmental Quality,Final
Manganese,0.23,mg/L,2022-08-29,TETRATECH-MGHSR113.91,"Tetra Tech, Inc.",Final
Manganese,0.046,mg/L,2022-01-24,ARDEQH2O_WQX-WHI0223,Arkansas Department of Environmental Quality,Final
Manganese,0.383,mg/L,2022-03-07,ARDEQH2O_WQX-OUA0258,Arkansas Department of Environmental Quality,Final
Manganese,0.016,mg/L,2022-06-22,WVDEP_WQX-18061,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.00164,mg/L,2022-11-15,EVR-RG_USGOLD,EVR Operations Limited,Final
Manganese,0.11,mg/L,2022-06-21,WVDEP_WQX-13353,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0134,mg/L,2022-04-11,EVR-RG_BORDER_L1,EVR Operations Limited,Final
Manganese,0.0065,mg/L,2022-06-21,21FLORAN_WQX-H2,Orange County Environmental (Florida),Final
Manganese,0.028,mg/L,2022-09-29,WVDEP_WQX-1943,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.141,mg/L,2022-09-01,42SRBCWQ_WQX-SUSQ003.2-3976,Susquehanna River Basin Commission,Final
Manganese,0.00102,mg/L,2022-09-06,EVR-RG_DSELK_R1,EVR Operations Limited,Final
Manganese,0.182,mg/L,2022-06-15,21AWIC-10268,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.063,mg/L,2022-07-26,ARDEQH2O_WQX-ARK0043,Arkansas Department of Environmental Quality,Final
Manganese,0.064,mg/L,2022-06-21,21SC60WQ_WQX-CSTL-116,South Carolina Department of Environmental Services,Final
Manganese,0.21,mg/L,2022-11-08,AZDEQ_SW-2446,AZDEQ_SW,Final
Manganese,0.0045,mg/L,2022-01-25,21FLORAN_WQX-RC41,Orange County Environmental (Florida),Final
Manganese,0.042,mg/L,2022-07-13,21AWIC-405,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.14,mg/L,2022-08-26,GLEC-CGSAT-A,Great Lakes Environmental Center,Final
Manganese,0.0685,mg/L,2022-05-09,EVR-RG_DSELK,EVR Operations Limited,Final
Manganese,0.107,mg/L,2022-07-19,ARDEQH2O_WQX-RED0032,Arkansas Department of Environmental Quality,Final
Manganese,0.0265,mg/L,2022-10-03,ARDEQH2O_WQX-OUA0252,Arkansas Department of Environmental Quality,Final
Manganese,0.054,mg/L,2022-07-05,21AWIC-2586,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.012,mg/L,2022-10-25,42SRBCWQ_WQX-BEAV001.9-4076,Susquehanna River Basin Commission,Final
Manganese,0.053,mg/L,2022-12-13,PYRAMIDLAKE-TRMPD,"Pyramid Lake Paiute Tribe of the Pyramid Lake Reservation, Nevada (Tribal)",Final
Manganese,0.821,mg/L,2022-05-31,ARDEQH2O_WQX-OUA0260,Arkansas Department of Environmental Quality,Final
Manganese,0.0058,mg/L,2022-06-09,21FLORAN_WQX-HB21,Orange County Environmental (Florida),Final
Manganese,0.0034,mg/L,2022-07-13,21FLORAN_WQX-CC21,Orange County Environmental (Florida),Final
Manganese,0.028,mg/L,2022-06-08,21NDHDWQ_WQX-380022,North Dakota Department Of Environmental Quality,Final
Manganese,0.00232,mg/L,2022-11-10,EVR-RG_DSELK_R2,EVR Operations Limited,Final
Manganese,0.015,mg/L,2022-09-15,21AWIC-405,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.022,mg/L,2022-04-04,WVDEP_WQX-6606,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0448,mg/L,2022-02-08,EVR-RG_BORDER_L2,EVR Operations Limited,Final
Manganese,0.59,mg/L,2022-03-29,ZIAPUEBLO_WQX-JMZ01,Zia Pueblo,Final
Manganese,0.019,mg/L,2022-05-05,21SC60WQ_WQX-MD-261,South Carolina Department of Environmental Services,Final
Manganese,0.202,mg/L,2022-06-05,ARDEQH2O_WQX-WHI0072,Arkansas Department of Environmental Quality,Final
Manganese,0.065,mg/L,2022-11-08,21SC60WQ_WQX-C-007,South Carolina Department of Environmental Services,Final
Manganese,0.042,mg/L,2022-06-10,AZDEQ_SW-495,AZDEQ_SW,Final
Manganese,0.19,mg/L,2022-06-15,ZIAPUEBLO_WQX-JMZ02,Zia Pueblo,Final
Manganese,0.056,mg/L,2022-03-03,21SC60WQ_WQX-E-050,South Carolina Department of Environmental Services,Final
Manganese,0.16,mg/L,2022-04-07,21SC60WQ_WQX-B-072,South Carolina Department of Environmental Services,Final
Manganese,0.0414,mg/L,2022-01-11,EVR-RG_DSELK_L1,EVR Operations Limited,Final
Manganese,0.0087,mg/L,2022-05-18,WVDEP_WQX-17717,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.053,mg/L,2022-11-19,GLEC-CGVGR038.80,Great Lakes Environmental Center,Final
Manganese,0.092,mg/L,2022-06-08,21SC60WQ_WQX-S-096,South Carolina Department of Environmental Services,Final
Manganese,0.00127,mg/L,2022-07-04,EVR-RG_USGOLD,EVR Operations Limited,Final
Manganese,0.0597,mg/L,2022-03-28,ARDEQH2O_WQX-LWHI009A,Arkansas Department of Environmental Quality,Final
Manganese,2.381,mg/L,2022-05-24,WVDEP_WIB_WQX-Lambert02,West Virginia Department of Environmental Protection Watershed Improvement Branch,Final
Manganese,0.029,mg/L,2022-09-02,MDEQ_REM_WQX-SS-10A,Montana DEQ Remediation,Final
Manganese,0.203,mg/L,2022-09-20,OREGONDEQ-33982-ORDEQ,Department of Environmental Quality - State of Oregon,Final
Manganese,0.036,mg/L,2022-07-19,21AWIC-385,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.128,mg/L,2022-04-07,21NDHDWQ_WQX-380022,North Dakota Department Of Environmental Quality,Final
Manganese,1.24,mg/L,2022-08-02,ARDEQH2O_WQX-OUA0005,Arkansas Department of Environmental Quality,Final
Manganese,0.36,mg/L,2022-11-14,AZDEQ_SW-1545,AZDEQ_SW,Final
Manganese,0.021,mg/L,2022-09-22,21FLTBW_WQX-TBW001,Tampa Bay Water,Final
Manganese,0.00011,mg/L,2022-11-15,EVR-RG_USGOLD_L1,EVR Operations Limited,Final
Manganese,0.087,mg/L,2022-02-15,21SC60WQ_WQX-S-125,South Carolina Department of Environmental Services,Final
Manganese,0.08,mg/L,2022-06-09,21NDHDWQ_WQX-380600,North Dakota Department Of Environmental Quality,Final
Manganese,0.012,mg/L,2022-08-18,AZDEQ_SW-2322,AZDEQ_SW,Final
Manganese,0.054,mg/L,2022-03-08,21SC60WQ_WQX-S-047,South Carolina Department of Environmental Services,Final
Manganese,0.023,mg/L,2022-03-16,21NMEX_WQX-57Berren001.7,NM Environmental Dept./SWQB,Final
Manganese,0.00041,mg/L,2022-12-01,EVR-RG_DSELK_L1,EVR Operations Limited,Final
Manganese,0.496,mg/L,2022-05-16,ARDEQH2O_WQX-RED0057,Arkansas Department of Environmental Quality,Final
Manganese,0.0359,mg/L,2022-07-26,USACOEND-CHE20012,"U.S. Army Corps of Engineers, Nashville District",Final
Manganese,75.0,mg/L,2022-09-08,TETRATECH-NSW342504/-1122502,"Tetra Tech, Inc.",Final
Manganese,0.003,mg/L,2022-01-27,21FLTBW_WQX-TBW007,Tampa Bay Water,Final
Manganese,0.001,mg/L,2022-07-27,USACOEND-BAR20002,"U.S. Army Corps of Engineers, Nashville District",Final
Manganese,0.0603,mg/L,2022-07-19,ARDEQH2O_WQX-RED0034A,Arkansas Department of Environmental Quality,Final
Manganese,0.014,mg/L,2022-07-27,AZDEQ_SW-291,AZDEQ_SW,Final
Manganese,1.29,mg/L,2022-09-20,UTEMTN-RARE-2,Ute Mountain Utes Tribe (Colorado) (Tribal),Final
Manganese,0.0234,mg/L,2022-03-01,SOUTHUTE-PNR 0-8,Southern Ute Tribe,Final
Manganese,0.268,mg/L,2022-06-07,ARDEQH2O_WQX-OUA0031,Arkansas Department of Environmental Quality,Final
Manganese,0.0072,mg/L,2022-07-19,WVDEP_WQX-7439,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.12,mg/L,2022-04-06,21AWIC-4431,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.0538,mg/L,2022-02-08,ARDEQH2O_WQX-OUA0116,Arkansas Department of Environmental Quality,Final
Manganese,0.112,mg/L,2022-07-11,21NDHDWQ_WQX-380013,North Dakota Department Of Environmental Quality,Final
Manganese,0.183,mg/L,2022-01-25,ARDEQH2O_WQX-ARK0014,Arkansas Department of Environmental Quality,Final
Manganese,0.0368,mg/L,2022-03-24,SOUTHUTE-FLR 1-2,Southern Ute Tribe,Final
Manganese,0.00213,mg/L,2022-07-12,EVR-RG_DSELK,EVR Operations Limited,Final
Manganese,0.035,mg/L,2022-01-26,WVDEP_WQX-6614,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.02,mg/L,2022-07-19,WVDEP_WQX-18274,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0045,mg/L,2022-11-28,21FLORAN_WQX-BWB,Orange County Environmental (Florida),Final
Manganese,0.79,mg/L,2022-05-23,HEDINENV_WQX-AMD-15,Hedin Environmental (Volunteer),Final
Manganese,0.012,mg/L,2022-07-26,21FLORAN_WQX-BC45,Orange County Environmental (Florida),Final
Manganese,0.29,mg/L,2022-04-14,PRAIRIEBAND-LSCO3,Prairie Band Potawatomi Nation (Tribal),Final
Manganese,0.0321,mg/L,2022-06-08,USACOEND-BAR20002,"U.S. Army Corps of Engineers, Nashville District",Final
Manganese,0.33,mg/L,2022-10-17,AZDEQ_SW-1271,AZDEQ_SW,Final
Manganese,0.0081,mg/L,2022-10-26,21FLORAN_WQX-BE3,Orange County Environmental (Florida),Final
Manganese,0.0034,mg/L,2022-01-25,21FLORAN_WQX-RC14,Orange County Environmental (Florida),Final
Manganese,0.00126,mg/L,2022-09-08,EVR-RG_USGOLD_L1,EVR Operations Limited,Final
Manganese,0.0076,mg/L,2022-10-12,WVDEP_WQX-18305,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.027,mg/L,2022-08-10,21AWIC-1166,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.037,mg/L,2022-11-02,WVDEP_WQX-6617,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.01,mg/L,2022-09-01,WVDEP_WQX-18263,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0969,mg/L,2022-01-18,ARDEQH2O_WQX-RED0034B,Arkansas Department of Environmental Quality,Final
Manganese,0.0005,mg/L,2022-09-15,MDEQ_REM_WQX-GW-RK-BG,Montana DEQ Remediation,Final
Manganese,0.0063,mg/L,2022-08-23,21FLORAN_WQX-BC32,Orange County Environmental (Florida),Final
Manganese,0.21,mg/L,2022-04-01,GLEC-SCSCR128.27,Great Lakes Environmental Center,Final
Manganese,0.0086,mg/L,2022-01-31,21FLORAN_WQX-LEK,Orange County Environmental (Florida),Final
Manganese,0.016,mg/L,2022-12-21,WVDEP_WQX-18430,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.186,mg/L,2022-07-27,21NDHDWQ_WQX-386015,North Dakota Department Of Environmental Quality,Final
Manganese,1.9,mg/L,2022-09-29,TETRATECH-SCULQ000.02,"Tetra Tech, Inc.",Final
Manganese,0.0435,mg/L,2022-06-06,EVR-RG_BORDER,EVR Operations Limited,Final
Manganese,0.0114,mg/L,2022-08-23,SOUTHUTE-AR 15-4,Southern Ute Tribe,Final
Manganese,0.00109,mg/L,2022-09-06,EVR-RG_DSELK_L2,EVR Operations Limited,Final
Manganese,0.0048,mg/L,2022-12-12,WVDEP_WQX-8833,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.089,mg/L,2022-02-16,21SC60WQ_WQX-B-302,South Carolina Department of Environmental Services,Final
Manganese,0.0581,mg/L,2022-05-03,ARDEQH2O_WQX-WHI0218,Arkansas Department of Environmental Quality,Final
Manganese,0.224,mg/L,2022-06-08,MDEQ_REM_WQX-SS-15A-2,Montana DEQ Remediation,Final
Manganese,0.047,mg/L,2022-01-24,21SC60WQ_WQX-B-046,South Carolina Department of Environmental Services,Final
Manganese,0.0018133333,mg/L,2022-09-08,EVR-RG_USGOLD,EVR Operations Limited,Final
Manganese,0.00015,mg/L,2022-08-10,EVR-RG_USGOLD_R1,EVR Operations Limited,Final
Manganese,0.02,mg/L,2022-02-01,21SC60WQ_WQX-PD-078,South Carolina Department of Environmental Services,Final
Manganese,0.011,mg/L,2022-10-12,21NMEX_WQX-67SanJua088.1,NM Environmental Dept./SWQB,Final
Manganese,0.00019,mg/L,2022-08-09,EVR-RG_DSELK,EVR Operations Limited,Final
Manganese,0.0509,mg/L,2022-09-12,ARDEQH2O_WQX-OUA0252,Arkansas Department of Environmental Quality,Final
Manganese,0.0074,mg/L,2022-10-05,WVDEP_WQX-1384,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0061,mg/L,2022-03-28,21FLORAN_WQX-LW20,Orange County Environmental (Florida),Final
Manganese,0.0429,mg/L,2022-01-24,ARDEQH2O_WQX-OUA0264,Arkansas Department of Environmental Quality,Final
Manganese,0.006,mg/L,2022-04-27,21FLTBW_WQX-TBW007,Tampa Bay Water,Final
Manganese,0.563,mg/L,2022-07-19,21AWIC-5916,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.035,mg/L,2022-02-02,21SC60WQ_WQX-ST-006,South Carolina Department of Environmental Services,Final
Manganese,0.08,mg/L,2022-08-10,TURTLEMT-BELCENTER,Turtle Mountain Environmental Office (Tribal),Final
Manganese,3.9,mg/L,2022-09-08,TETRATECH-MGJEG000.99,"Tetra Tech, Inc.",Final
Manganese,0.2,mg/L,2022-06-13,ARDEQH2O_WQX-OUA0267,Arkansas Department of Environmental Quality,Final
Manganese,0.503,mg/L,2022-06-16,11NPSWRD_WQX-YELL_YS549.7M,National Park Service Water Resources Division,Final
Manganese,0.32,mg/L,2022-08-01,AZDEQ_SW-2627,AZDEQ_SW,Final
Manganese,0.15,mg/L,2022-08-29,TETRATECH-MGHSR113.86,"Tetra Tech, Inc.",Final
Manganese,24.0,mg/L,2022-09-23,TETRATECH-SCALG003.24,"Tetra Tech, Inc.",Final
Manganese,0.112,mg/L,2022-06-21,ARDEQH2O_WQX-ARK0034,Arkansas Department of Environmental Quality,Final
Manganese,0.0092,mg/L,2022-06-01,21FLORAN_WQX-BW54S,Orange County Environmental (Florida),Final
Manganese,0.0848,mg/L,2022-03-28,ARDEQH2O_WQX-OUA0272,Arkansas Department of Environmental Quality,Final
Manganese,0.0004,mg/L,2022-05-24,MDEQ_REM_WQX-LYS-05,Montana DEQ Remediation,Final
Manganese,2.54,mg/L,2022-09-16,MDEQ_REM_WQX-GW-ST-ES,Montana DEQ Remediation,Final
Manganese,0.02,mg/L,2022-06-15,21AWIC-7430,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,1.0,mg/L,2022-09-14,TETRATECH-SCTHC004.20,"Tetra Tech, Inc.",Final
Manganese,0.0033,mg/L,2022-11-08,WVDEP_WQX-16390,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.0349,mg/L,2022-03-07,MSI-LIL D,Mountain Studies Institute (MSI),Final
Manganese,0.024,mg/L,2022-09-08,21AWIC-4519,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
Manganese,0.0441,mg/L,2022-05-13,42SRBCWQ_WQX-SUSQ359.7-4175,Susquehanna River Basin Commission,Final
Manganese,0.00089,mg/L,2022-08-11,EVR-RG_BORDER_R1,EVR Operations Limited,Final
Manganese,1.82,mg/L,2022-06-14,HEDINENV_WQX-AMD-20,Hedin Environmental (Volunteer),Final
Manganese,0.0091,mg/L,2022-11-07,21FLORAN_WQX-LES,Orange County Environmental (Florida),Final
Manganese,0.014,mg/L,2022-04-26,WVDEP_WQX-7242,West Virginia Department of Environmental Protection-Division of Water & Waste Management-Watershed Assessment Branch,Accepted
Manganese,0.03,mg/L,2022-04-13,21SC60WQ_WQX-PD-332,South Carolina Department of Environmental Services,Final
Manganese,0.376,mg/L,2022-09-13,21NDHDWQ_WQX-381171,North Dakota Department Of Environmental Quality,Final
Manganese,0.00166,mg/L,2022-11-15,EVR-RG_USGOLD_L1,EVR Operations Limited,Final
Manganese,0.077,mg/L,2022-09-07,21AWIC-5127,ALABAMA DEPT. OF ENVIRONMENTAL MANAGEMENT - WATER QUALITY DATA,Final
